tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
2018-0424,New York,Hard,32,A,20180212,300,104731,1,,Kevin Anderson,R,203,RSA,31.73990418,11,2620,105023,2,,Sam Querrey,R,198,USA,30.35181383,12,2490,4-6 6-3 7-6(1),3,F,133,16,1,106,75,51,18,16,5,8,9,1,95,63,46,12,15,4,7,2018
2018-0424,New York,Hard,32,A,20180212,299,104731,1,,Kevin Anderson,R,203,RSA,31.73990418,11,2620,105453,5,,Kei Nishikori,R,178,JPN,28.12320329,27,1655,6-1 3-6 7-6(4),3,SF,131,23,0,84,66,52,9,14,3,4,5,3,89,53,37,22,14,4,6,2018
2018-0424,New York,Hard,32,A,20180212,298,105023,2,,Sam Querrey,R,198,USA,30.35181383,12,2490,105173,4,,Adrian Mannarino,L,183,FRA,29.62354552,25,1670,6-7(5) 7-5 6-3,3,SF,118,21,2,96,69,53,14,16,5,6,9,1,101,78,52,14,17,3,7,2018
2018-0424,New York,Hard,32,A,20180212,297,104731,1,,Kevin Anderson,R,203,RSA,31.73990418,11,2620,126207,,,Francis Tiafoe,R,,USA,20.06297057,98,569,6-3 5-7 6-4,3,QF,124,16,0,92,64,50,16,16,2,3,7,5,87,50,41,18,15,5,7,2018
2018-0424,New York,Hard,32,A,20180212,296,105453,5,,Kei Nishikori,R,178,JPN,28.12320329,27,1655,105430,,,Radu Albot,R,,MDA,28.25462012,91,608,4-6 6-3 6-1,3,QF,117,3,1,78,50,39,13,13,5,8,1,3,77,52,30,10,13,6,12,2018
2018-0424,New York,Hard,32,A,20180212,295,105173,4,,Adrian Mannarino,L,183,FRA,29.62354552,25,1670,104629,,Q,Adrian Menendez Maceiras,R,,ESP,32.29295003,128,446,7-5 2-6 6-3,3,QF,150,10,1,105,72,44,17,15,6,10,5,0,92,57,35,19,14,7,11,2018
2018-0424,New York,Hard,32,A,20180212,294,105023,2,,Sam Querrey,R,198,USA,30.35181383,12,2490,103333,,,Ivo Karlovic,R,208,CRO,38.95687885,89,635,7-6(5) 7-6(4),3,QF,79,11,0,65,52,48,11,12,0,0,15,1,74,52,42,16,12,2,2,2018
2018-0424,New York,Hard,32,A,20180212,293,104731,1,,Kevin Anderson,R,203,RSA,31.73990418,11,2620,124014,,Q,Ernesto Escobedo,R,,USA,21.60985626,131,444,3-6 6-4 7-6(5),3,R16,111,22,1,72,50,44,19,15,1,2,13,3,94,53,44,25,16,2,3,2018
2018-0424,New York,Hard,32,A,20180212,292,126207,,,Francis Tiafoe,R,,USA,20.06297057,98,569,104534,,,Dudi Sela,R,175,ISR,32.85968515,100,550,6-4 3-6 6-0,3,R16,94,6,1,80,54,39,14,12,8,9,7,6,81,45,32,17,13,4,8,2018
2018-0424,New York,Hard,32,A,20180212,291,105430,,,Radu Albot,R,,MDA,28.25462012,91,608,104545,3,,John Isner,R,206,USA,32.79945243,18,2230,7-6(5) 3-6 6-3,3,R16,125,1,3,99,68,46,20,15,4,6,28,2,90,66,55,9,15,3,5,2018
2018-0424,New York,Hard,32,A,20180212,290,105453,5,,Kei Nishikori,R,178,JPN,28.12320329,27,1655,105539,,,Evgeny Donskoy,R,185,RUS,27.76454483,72,739,6-2 6-4,3,R16,65,7,0,44,24,20,17,9,0,0,2,0,54,43,28,2,9,1,4,2018
2018-0424,New York,Hard,32,A,20180212,289,104629,,Q,Adrian Menendez Maceiras,R,,ESP,32.29295003,128,446,104871,,,Jeremy Chardy,R,188,FRA,31.00068446,95,580,7-5 7-6(5),3,R16,108,9,1,79,50,34,17,12,6,8,7,2,75,54,38,7,12,2,5,2018
2018-0424,New York,Hard,32,A,20180212,288,105173,4,,Adrian Mannarino,L,183,FRA,29.62354552,25,1670,105376,,,Peter Gojowczyk,R,185,GER,28.58042437,63,816,6-7(5) 7-5 4-1 RET,3,R16,120,4,1,97,67,51,16,15,6,7,10,3,93,65,46,15,14,5,8,2018
2018-0424,New York,Hard,32,A,20180212,287,103333,,,Ivo Karlovic,R,208,CRO,38.95687885,89,635,105992,6,,Ryan Harrison,R,183,USA,25.76865161,44,1105,6-4 6-4,3,R16,60,16,0,55,40,33,8,10,1,1,6,0,51,36,28,9,10,2,4,2018
2018-0424,New York,Hard,32,A,20180212,286,105023,2,,Sam Querrey,R,198,USA,30.35181383,12,2490,104022,,,Mikhail Youzhny,R,183,RUS,35.63586585,94,592,6-4 6-3,3,R16,64,13,0,61,41,33,12,10,3,3,1,0,53,40,27,6,9,3,5,2018
2018-0424,New York,Hard,32,A,20180212,284,124014,,Q,Ernesto Escobedo,R,,USA,21.60985626,131,444,111456,,WC,Mackenzie Mcdonald,R,,USA,22.82819986,146,392,4-6 6-3 7-6(5),3,R32,117,12,2,108,70,54,21,16,3,4,10,2,82,58,44,16,15,1,2,2018
2018-0424,New York,Hard,32,A,20180212,283,126207,,,Francis Tiafoe,R,,USA,20.06297057,98,569,200624,,WC,Sebastian Korda,U,,USA,17.60711841,873,16,4-6 6-4 6-2,3,R32,103,7,3,84,51,40,15,14,4,7,11,6,93,60,41,11,14,12,17,2018
2018-0424,New York,Hard,32,A,20180212,282,104534,,,Dudi Sela,R,175,ISR,32.85968515,100,550,105932,8,,Nikoloz Basilashvili,R,185,RUS,25.97125257,61,836,6-4 6-4,3,R32,58,3,2,52,37,21,11,10,3,6,1,2,50,34,20,5,10,1,6,2018
2018-0424,New York,Hard,32,A,20180212,280,105430,,,Radu Albot,R,,MDA,28.25462012,91,608,106216,,Q,Bjorn Fratangelo,R,,USA,24.56947296,109,523,6-4 6-3,3,R32,71,1,0,48,37,32,8,10,0,0,4,2,64,37,25,12,9,3,5,2018
2018-0424,New York,Hard,32,A,20180212,279,105539,,,Evgeny Donskoy,R,185,RUS,27.76454483,72,739,103607,,,Victor Estrella,R,173,DOM,37.53045859,139,412,7-5 6-1,3,R32,82,5,3,54,33,27,15,10,0,0,3,5,66,47,30,7,9,4,7,2018
2018-0424,New York,Hard,32,A,20180212,278,105453,5,,Kei Nishikori,R,178,JPN,28.12320329,27,1655,111511,,WC,Noah Rubin,R,,USA,21.97672827,232,223,7-5 6-3,3,R32,94,3,1,52,32,23,12,10,0,2,5,4,87,59,34,11,11,9,14,2018
2018-0424,New York,Hard,32,A,20180212,277,104629,,Q,Adrian Menendez Maceiras,R,,ESP,32.29295003,128,446,105449,7,,Steve Johnson,R,188,USA,28.13689254,49,975,1-6 6-3 7-6(7),3,R32,132,6,2,99,76,48,14,14,6,9,21,2,87,52,39,18,14,2,4,2018
2018-0424,New York,Hard,32,A,20180212,276,104871,,,Jeremy Chardy,R,188,FRA,31.00068446,95,580,105882,,Q,Stefano Travaglia,U,,ITA,26.15468857,132,444,4-6 7-6(1) 6-4,3,R32,126,9,3,100,69,52,18,16,3,5,16,5,97,56,46,19,16,3,5,2018
2018-0424,New York,Hard,32,A,20180212,275,105376,,,Peter Gojowczyk,R,185,GER,28.58042437,63,816,104882,,,Blaz Kavcic,R,188,SLO,30.9431896,108,526,6-4 6-2,3,R32,79,6,0,51,37,28,11,9,0,0,3,2,80,45,28,16,9,9,12,2018
2018-0424,New York,Hard,32,A,20180212,273,105992,6,,Ryan Harrison,R,183,USA,25.76865161,44,1105,105385,,,Donald Young,L,183,USA,28.55852156,65,781,6-3 7-6(4),3,R32,91,10,1,72,49,36,11,11,4,6,2,3,70,38,24,16,10,7,10,2018
2018-0424,New York,Hard,32,A,20180212,272,103333,,,Ivo Karlovic,R,208,CRO,38.95687885,89,635,111577,,,Jared Donaldson,R,,USA,21.34428474,58,878,6-4 7-6(4),3,R32,80,20,1,61,46,38,11,11,0,0,8,2,73,44,37,14,11,5,6,2018
2018-0424,New York,Hard,32,A,20180212,271,104022,,,Mikhail Youzhny,R,183,RUS,35.63586585,94,592,105051,,,Matthew Ebden,R,188,AUS,30.21492129,79,697,3-6 6-3 6-4,3,R32,104,6,1,80,49,36,17,14,2,4,10,2,81,55,38,15,14,4,7,2018
2018-0407,Rotterdam,Hard,32,A,20180212,300,103819,1,,Roger Federer,R,185,SUI,36.51471595,2,9605,105777,2,,Grigor Dimitrov,R,188,BUL,26.74606434,5,4425,6-2 6-2,3,F,55,3,0,39,24,20,12,8,0,0,1,3,49,29,18,9,8,4,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,299,103819,1,,Roger Federer,R,185,SUI,36.51471595,2,9605,104312,,LL,Andreas Seppi,R,190,ITA,33.97672827,81,686,6-3 7-6(3),3,SF,84,9,2,67,42,32,14,10,2,3,7,0,69,43,29,11,11,2,5,2018
2018-0407,Rotterdam,Hard,32,A,20180212,298,105777,2,,Grigor Dimitrov,R,188,BUL,26.74606434,5,4425,105676,4,,David Goffin,R,163,BEL,27.18412047,7,3400,6-3 0-1 RET,3,SF,61,6,4,48,32,22,8,5,6,6,4,0,32,18,14,7,5,1,2,2018
2018-0407,Rotterdam,Hard,32,A,20180212,297,103819,1,,Roger Federer,R,185,SUI,36.51471595,2,9605,104898,,,Robin Haase,R,190,NED,30.85557837,42,1175,4-6 6-1 6-1,3,QF,79,6,1,61,35,26,19,12,0,1,9,2,70,46,28,9,12,3,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,296,104312,,LL,Andreas Seppi,R,190,ITA,33.97672827,81,686,106421,,Q,Daniil Medvedev,R,,RUS,22.00410678,57,894,7-6(4) 4-6 6-3,3,QF,123,15,1,101,74,56,10,16,4,7,6,7,98,63,44,19,15,5,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,295,105676,4,,David Goffin,R,163,BEL,27.18412047,7,3400,104607,6,,Tomas Berdych,R,196,CZE,32.40520192,17,2320,W/O,3,QF,0,,,,,,,,,,,,,,,,,,,2018
2018-0407,Rotterdam,Hard,32,A,20180212,294,105777,2,,Grigor Dimitrov,R,188,BUL,26.74606434,5,4425,126094,,,Andrey Rublev,R,,RUS,20.31485284,34,1355,6-3 6-4,3,QF,76,12,2,66,45,37,10,10,2,2,3,0,54,37,26,8,9,1,3,2018
2018-0407,Rotterdam,Hard,32,A,20180212,293,103819,1,,Roger Federer,R,185,SUI,36.51471595,2,9605,104259,,,Philipp Kohlschreiber,R,178,GER,34.32717317,36,1335,7-6(8) 7-5,3,R16,101,11,0,68,46,41,14,12,0,0,5,2,91,56,36,24,12,5,6,2018
2018-0407,Rotterdam,Hard,32,A,20180212,292,104898,,,Robin Haase,R,190,NED,30.85557837,42,1175,134868,,WC,Tallon Griekspoor,R,,NED,21.61533196,259,197,6-4 6-0,3,R16,65,6,0,44,20,19,12,8,0,1,2,1,53,35,18,6,8,5,10,2018
2018-0407,Rotterdam,Hard,32,A,20180212,291,104312,,LL,Andreas Seppi,R,190,ITA,33.97672827,81,686,100644,3,,Alexander Zverev,R,198,GER,20.81587953,4,4450,6-4 6-3,3,R16,78,3,0,64,42,29,11,10,4,6,3,1,57,40,23,7,9,1,5,2018
2018-0407,Rotterdam,Hard,32,A,20180212,290,106421,,Q,Daniil Medvedev,R,,RUS,22.00410678,57,894,105732,,Q,Pierre Hugues Herbert,R,188,FRA,26.90759754,80,690,3-6 7-6(2) 6-4,3,R16,131,4,4,96,58,45,21,15,3,4,13,2,103,63,51,19,16,4,5,2018
2018-0407,Rotterdam,Hard,32,A,20180212,289,104607,6,,Tomas Berdych,R,196,CZE,32.40520192,17,2320,104678,,,Viktor Troicki,R,193,SRB,32.0054757,67,755,6-1 6-2,3,R16,60,4,0,44,26,21,12,8,1,1,5,5,52,31,20,5,7,5,9,2018
2018-0407,Rotterdam,Hard,32,A,20180212,288,105676,4,,David Goffin,R,163,BEL,27.18412047,7,3400,103852,,,Feliciano Lopez,L,188,ESP,36.39698836,37,1295,6-1 6-3,3,R16,55,9,0,38,25,23,9,8,0,0,10,0,58,43,25,6,8,7,11,2018
2018-0407,Rotterdam,Hard,32,A,20180212,287,126094,,,Andrey Rublev,R,,RUS,20.31485284,34,1355,106000,,,Damir Dzumhur,R,172,BIH,25.73305955,29,1490,6-4 7-6(4),3,R16,105,6,3,84,60,39,7,11,9,13,1,3,85,53,28,16,11,10,15,2018
2018-0407,Rotterdam,Hard,32,A,20180212,286,105777,2,,Grigor Dimitrov,R,188,BUL,26.74606434,5,4425,105936,,,Filip Krajinovic,R,185,SRB,25.96030116,38,1283,7-6(4) 7-5,3,R16,103,13,2,85,57,47,13,12,4,4,2,1,77,55,40,13,12,3,4,2018
2018-0407,Rotterdam,Hard,32,A,20180212,285,103819,1,,Roger Federer,R,185,SUI,36.51471595,2,9605,105074,,Q,Ruben Bemelmans,L,,BEL,30.0807666,116,498,6-1 6-2,3,R32,47,6,0,36,23,21,11,8,0,0,3,1,46,32,16,5,7,6,10,2018
2018-0407,Rotterdam,Hard,32,A,20180212,284,104259,,,Philipp Kohlschreiber,R,178,GER,34.32717317,36,1335,111575,,,Karen Khachanov,R,,RUS,21.7303217,48,1030,3-6 7-6(1) 7-6(5),3,R32,153,6,0,103,67,43,22,16,6,10,11,1,106,69,50,17,17,3,6,2018
2018-0407,Rotterdam,Hard,32,A,20180212,283,104898,,,Robin Haase,R,190,NED,30.85557837,42,1175,105217,,WC,Thiemo De Bakker,R,193,NED,29.39904175,352,121,6-2 6-2,3,R32,54,4,1,38,19,17,15,8,0,0,4,3,46,33,20,2,8,2,6,2018
2018-0407,Rotterdam,Hard,32,A,20180212,282,134868,,WC,Tallon Griekspoor,R,,NED,21.61533196,259,197,104527,5,,Stanislas Wawrinka,R,183,SUI,32.8788501,13,2475,4-6 6-3 6-2,3,R32,88,2,0,68,47,39,14,14,0,1,7,2,78,39,29,20,13,5,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,281,100644,3,,Alexander Zverev,R,198,GER,20.81587953,4,4450,103970,,,David Ferrer,R,175,ESP,35.86584531,39,1280,6-4 6-3,3,R32,84,4,1,66,45,29,10,9,9,11,0,4,64,46,25,6,10,1,6,2018
2018-0407,Rotterdam,Hard,32,A,20180212,280,104312,,LL,Andreas Seppi,R,190,ITA,33.97672827,81,686,105311,,,Joao Sousa,R,185,POR,28.8733744,68,755,6-4 1-6 6-2,3,R32,109,4,2,84,49,37,15,12,4,6,12,3,87,55,40,14,13,4,7,2018
2018-0407,Rotterdam,Hard,32,A,20180212,279,105732,,Q,Pierre Hugues Herbert,R,188,FRA,26.90759754,80,690,104755,,,Richard Gasquet,R,185,FRA,31.6550308,33,1375,3-1 RET,3,R32,15,3,0,12,6,6,4,2,0,0,0,0,11,6,3,3,2,0,1,2018
2018-0407,Rotterdam,Hard,32,A,20180212,278,106421,,Q,Daniil Medvedev,R,,RUS,22.00410678,57,894,104180,9,,Gilles Muller,L,193,LUX,34.7652293,28,1535,6-4 7-6(9),3,R32,120,12,2,88,51,36,19,11,9,11,11,6,100,61,39,17,11,11,14,2018
2018-0407,Rotterdam,Hard,32,A,20180212,277,104607,6,,Tomas Berdych,R,196,CZE,32.40520192,17,2320,104999,,,Mischa Zverev,L,190,GER,30.47775496,53,952,7-5 6-3,3,R32,71,6,1,64,44,36,10,11,5,6,3,0,54,34,23,12,10,2,5,2018
2018-0407,Rotterdam,Hard,32,A,20180212,276,104678,,,Viktor Troicki,R,193,SRB,32.0054757,67,755,105526,,,Jan Lennard Struff,R,,GER,27.80287474,56,905,1-6 7-6(5) 6-2,3,R32,108,14,2,87,67,53,8,13,3,5,11,5,119,76,55,19,14,6,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,275,103852,,,Feliciano Lopez,L,188,ESP,36.39698836,37,1295,105373,,Q,Martin Klizan,L,190,SVK,28.59137577,150,376,6-3 7-6(4),3,R32,87,15,2,69,45,37,13,11,3,4,7,3,69,48,34,11,10,4,6,2018
2018-0407,Rotterdam,Hard,32,A,20180212,274,105676,4,,David Goffin,R,163,BEL,27.18412047,7,3400,103917,,LL,Nicolas Mahut,R,190,FRA,36.06023272,101,547,6-1 6-3,3,R32,64,7,1,56,41,28,11,8,3,3,2,0,49,32,18,7,8,4,8,2018
2018-0407,Rotterdam,Hard,32,A,20180212,273,126094,,,Andrey Rublev,R,,RUS,20.31485284,34,1355,106298,7,,Lucas Pouille,R,185,FRA,23.96988364,16,2335,7-5 6-4,3,R32,93,6,4,61,37,29,14,11,6,8,12,4,91,52,37,12,11,9,13,2018
2018-0407,Rotterdam,Hard,32,A,20180212,272,106000,,,Damir Dzumhur,R,172,BIH,25.73305955,29,1490,105657,,SE,Marius Copil,R,193,ROU,27.32375086,74,731,6-4 6-4,3,R32,77,4,1,65,49,34,9,10,2,3,10,4,59,36,26,10,10,0,3,2018
2018-0407,Rotterdam,Hard,32,A,20180212,271,105936,,,Filip Krajinovic,R,185,SRB,25.96030116,38,1283,200000,,WC,Felix Auger Aliassime,R,,CAN,17.51403149,168,327,6-2 3-6 7-5,3,R32,135,4,1,92,61,45,16,14,6,7,14,3,106,68,47,18,15,10,13,2018
2018-0407,Rotterdam,Hard,32,A,20180212,270,105777,2,,Grigor Dimitrov,R,188,BUL,26.74606434,5,4425,105216,,,Yuichi Sugita,R,173,JPN,29.4017796,41,1235,6-4 7-6(5),3,R32,106,9,4,75,45,34,15,11,0,1,1,0,79,44,29,20,11,3,5,2018
2018-0499,Delray Beach,Hard,32,A,20180219,300,126207,,WC,Francis Tiafoe,R,,USA,20.08213552,91,614,105376,,,Peter Gojowczyk,R,185,GER,28.59958932,64,821,6-1 6-4,3,F,61,13,7,53,27,24,13,9,4,5,2,1,44,21,14,9,8,2,6,2018
2018-0499,Delray Beach,Hard,32,A,20180219,299,105376,,,Peter Gojowczyk,R,185,GER,28.59958932,64,821,105449,,,Steve Johnson,R,188,USA,28.15605749,51,975,7-6(3) 6-3,3,SF,82,6,1,65,29,22,28,11,1,1,15,3,61,36,28,13,10,1,2,2018
2018-0499,Delray Beach,Hard,32,A,20180219,298,126207,,WC,Francis Tiafoe,R,,USA,20.08213552,91,614,133430,,,Denis Shapovalov,L,,CAN,18.85010267,46,1031,7-5 6-4,3,SF,71,3,0,53,38,32,9,11,0,1,8,3,55,31,23,13,11,2,5,2018
2018-0499,Delray Beach,Hard,32,A,20180219,297,105376,,,Peter Gojowczyk,R,185,GER,28.59958932,64,821,124187,,WC,Reilly Opelka,U,,USA,20.47912389,228,231,7-6(5) 6-3,3,QF,78,7,1,63,31,28,21,11,0,0,15,4,65,35,28,16,10,8,9,2018
2018-0499,Delray Beach,Hard,32,A,20180219,296,105449,,,Steve Johnson,R,188,USA,28.15605749,51,975,105539,,,Evgeny Donskoy,R,185,RUS,27.78370979,76,694,6-1 6-4,3,QF,79,9,5,66,37,30,15,9,7,7,3,1,53,33,17,12,8,2,5,2018
2018-0499,Delray Beach,Hard,32,A,20180219,295,133430,,,Denis Shapovalov,L,,CAN,18.85010267,46,1031,126203,,,Taylor Harry Fritz,R,,USA,20.31211499,85,664,7-5 6-4,3,QF,76,9,7,61,36,31,14,11,2,2,1,2,58,37,30,10,11,0,2,2018
2018-0499,Delray Beach,Hard,32,A,20180219,294,126207,,WC,Francis Tiafoe,R,,USA,20.08213552,91,614,111202,8,,Hyeon Chung,R,,KOR,21.75496235,30,1472,5-7 6-4 6-4,3,QF,148,14,4,114,68,45,28,16,10,12,8,5,100,65,49,15,16,5,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,293,124187,,WC,Reilly Opelka,U,,USA,20.47912389,228,231,106058,1,,Jack Sock,R,185,USA,25.40451745,8,2880,4-6 7-5 6-3,3,R16,133,17,5,96,56,44,20,16,5,7,4,7,92,61,47,11,15,8,11,2018
2018-0499,Delray Beach,Hard,32,A,20180219,292,105376,,,Peter Gojowczyk,R,185,GER,28.59958932,64,821,104545,6,,John Isner,R,206,USA,32.81861739,18,2205,7-6(3) 6-7(4) 7-6(5),3,R16,151,6,5,124,58,49,41,18,3,3,30,1,115,80,67,20,18,1,1,2018
2018-0499,Delray Beach,Hard,32,A,20180219,291,105539,,,Evgeny Donskoy,R,185,RUS,27.78370979,76,694,105385,,,Donald Young,L,183,USA,28.57768652,75,701,7-6(6) 6-3,3,R16,93,5,3,80,49,36,19,11,6,7,6,9,63,32,28,13,10,0,2,2018
2018-0499,Delray Beach,Hard,32,A,20180219,290,105449,,,Steve Johnson,R,188,USA,28.15605749,51,975,105683,9,,Milos Raonic,R,196,CAN,27.14852841,32,1400,6-2 6-4,3,R16,72,4,4,49,29,25,12,9,1,1,11,5,57,30,20,14,9,5,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,289,133430,,,Denis Shapovalov,L,,CAN,18.85010267,46,1031,111577,,,Jared Donaldson,R,,USA,21.36344969,57,878,6-7(6) 6-4 6-4,3,R16,144,13,7,98,60,47,23,16,4,5,6,5,109,61,43,27,16,6,9,2018
2018-0499,Delray Beach,Hard,32,A,20180219,288,126203,,,Taylor Harry Fritz,R,,USA,20.31211499,85,664,104022,,,Mikhail Youzhny,R,183,RUS,35.6550308,93,604,6-1 4-6 6-3,3,R16,109,13,4,79,52,40,10,13,6,8,6,6,82,46,32,14,13,4,9,2018
2018-0499,Delray Beach,Hard,32,A,20180219,287,111202,8,,Hyeon Chung,R,,KOR,21.75496235,30,1472,105015,,Q,Franco Skugor,R,193,CRO,30.41752225,303,161,6-4 7-6(4),3,R16,113,1,4,70,37,26,18,11,4,8,5,8,89,59,36,9,11,11,16,2018
2018-0499,Delray Beach,Hard,32,A,20180219,286,126207,,WC,Francis Tiafoe,R,,USA,20.08213552,91,614,105223,2,,Juan Martin Del Potro,R,198,ARG,29.4072553,10,2815,7-6(6) 4-6 7-5,3,R16,146,17,4,124,90,63,17,17,14,16,13,3,111,76,51,22,17,6,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,285,106058,1,,Jack Sock,R,185,USA,25.40451745,8,2880,105441,,Q,John Patrick Smith,L,,AUS,28.21081451,225,233,6-4 6-4,3,R32,79,2,6,71,44,36,13,10,4,4,6,1,55,39,25,11,10,0,2,2018
2018-0499,Delray Beach,Hard,32,A,20180219,284,124187,,WC,Reilly Opelka,U,,USA,20.47912389,228,231,105992,,,Ryan Harrison,R,183,USA,25.78781656,58,875,7-6(5) 7-6(6),3,R32,95,15,4,77,46,36,19,12,0,1,5,5,78,51,39,15,12,3,4,2018
2018-0499,Delray Beach,Hard,32,A,20180219,283,105376,,,Peter Gojowczyk,R,185,GER,28.59958932,64,821,105041,,,Lukas Lacko,R,185,SVK,30.29705681,98,561,3-6 7-5 6-1,3,R32,101,10,8,91,45,36,24,14,5,7,11,6,85,45,31,19,14,9,13,2018
2018-0499,Delray Beach,Hard,32,A,20180219,282,104545,6,,John Isner,R,206,USA,32.81861739,18,2205,105430,,,Radu Albot,R,,MDA,28.27378508,87,643,5-7 6-3 6-4,3,R32,124,21,2,93,57,44,21,16,3,5,1,4,92,68,45,14,15,5,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,281,105539,,,Evgeny Donskoy,R,185,RUS,27.78370979,76,694,105985,,LL,Darian King,R,,BAR,25.81793292,188,287,6-4 6-2,3,R32,78,6,4,58,32,24,12,9,6,8,1,1,58,42,21,6,9,3,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,280,105385,,,Donald Young,L,183,USA,28.57768652,75,701,106368,,Q,Ramkumar Ramanathan,R,,IND,23.28268309,140,405,6-1 6-2,3,R32,68,1,4,40,21,17,12,7,1,1,2,4,69,38,20,11,8,6,11,2018
2018-0499,Delray Beach,Hard,32,A,20180219,279,105449,,,Steve Johnson,R,188,USA,28.15605749,51,975,105932,,,Nikoloz Basilashvili,R,185,RUS,25.99041752,77,686,6-3 6-4,3,R32,70,10,5,62,33,26,16,10,5,6,2,1,59,41,23,9,9,2,5,2018
2018-0499,Delray Beach,Hard,32,A,20180219,278,105683,9,,Milos Raonic,R,196,CAN,27.14852841,32,1400,106121,,,Taro Daniel,R,,JPN,25.06228611,105,539,6-1 7-5,3,R32,84,9,3,51,20,17,20,10,0,1,3,5,52,22,15,14,9,4,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,277,111577,,,Jared Donaldson,R,,USA,21.36344969,57,878,105166,,LL,Peter Polansky,R,180,CAN,29.68104038,143,393,7-6(6) 6-1,3,R32,81,8,1,59,35,30,15,10,0,0,3,0,62,38,26,11,9,5,7,2018
2018-0499,Delray Beach,Hard,32,A,20180219,276,133430,,,Denis Shapovalov,L,,CAN,18.85010267,46,1031,103333,,,Ivo Karlovic,R,208,CRO,38.97604381,78,680,7-5 7-6(4),3,R32,113,4,10,83,46,36,20,12,11,12,13,8,84,44,34,19,12,3,5,2018
2018-0499,Delray Beach,Hard,32,A,20180219,275,104022,,,Mikhail Youzhny,R,183,RUS,35.6550308,93,604,104534,,,Dudi Sela,R,175,ISR,32.8788501,97,570,7-5 6-4,3,R32,98,2,4,71,45,31,16,11,3,4,4,9,86,46,32,18,11,7,10,2018
2018-0499,Delray Beach,Hard,32,A,20180219,274,126203,,,Taylor Harry Fritz,R,,USA,20.31211499,85,664,105023,4,,Sam Querrey,R,198,USA,30.37097878,12,2595,2-6 6-3 7-6(4),3,R32,108,10,3,98,68,52,15,15,6,8,9,5,88,44,34,28,14,2,3,2018
2018-0499,Delray Beach,Hard,32,A,20180219,273,111202,8,,Hyeon Chung,R,,KOR,21.75496235,30,1472,111815,,LL,Cameron Norrie,L,,GBR,22.49418207,115,503,3-6 6-3 6-1,3,R32,101,1,0,77,49,34,17,12,4,6,5,4,88,59,38,11,13,3,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,272,105015,,Q,Franco Skugor,R,193,CRO,30.41752225,303,161,122330,,Q,Alexander Bublik,R,,RUS,20.67624914,131,446,6-2 7-5,3,R32,87,4,2,68,38,26,15,10,2,4,2,6,60,36,24,7,10,3,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,271,126207,,WC,Francis Tiafoe,R,,USA,20.08213552,91,614,105051,,,Matthew Ebden,R,188,AUS,30.23408624,88,640,6-2 2-6 6-2,3,R32,84,12,3,74,45,33,16,12,2,4,11,7,73,39,27,16,12,4,8,2018
2018-0499,Delray Beach,Hard,32,A,20180219,270,105223,2,,Juan Martin Del Potro,R,198,ARG,29.4072553,10,2815,104871,,,Jeremy Chardy,R,188,FRA,31.01984942,96,580,6-2 6-4,3,R32,67,7,0,50,38,30,5,9,3,4,5,3,47,30,21,6,9,1,5,2018
2018-0496,Marseille,Hard,32,A,20180219,300,111575,9,,Karen Khachanov,R,,RUS,21.74948665,47,1030,106298,3,,Lucas Pouille,R,185,FRA,23.9890486,16,2335,7-5 3-6 7-5,3,F,109,16,2,80,54,41,18,16,1,3,13,4,101,61,47,21,17,7,10,2018
2018-0496,Marseille,Hard,32,A,20180219,299,111575,9,,Karen Khachanov,R,,RUS,21.74948665,47,1030,104607,4,,Tomas Berdych,R,196,CZE,32.42436687,17,2230,6-3 6-2,3,SF,74,8,1,46,29,26,9,8,3,3,3,2,75,48,32,6,9,10,14,2018
2018-0496,Marseille,Hard,32,A,20180219,298,106298,3,,Lucas Pouille,R,185,FRA,23.9890486,16,2335,125802,,Q,Ilya Ivashka,R,,BLR,23.98631075,193,275,6-3 7-6(6),3,SF,86,10,3,83,44,38,15,11,5,7,8,0,58,34,27,10,10,1,4,2018
