tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
2008-773,Bucharest,Clay,32,A,20080908,23,103722,,,Florent Serra,R,180,FRA,27.52635181,69,597,103808,,,Potito Starace,R,188,ITA,27.15400411,74,556,7-5 0-6 6-4,3,R16,129,3,1,81,58,38,14,14,4,8,8,2,114,79,52,17,14,13,16,2008
2008-773,Bucharest,Clay,32,A,20080908,24,104468,2,,Gilles Simon,R,183,FRA,23.69883641,17,1390,103656,,,Albert Montanes,R,175,ESP,27.78370979,56,694,6-3 6-4,3,R16,93,8,0,62,34,27,17,10,3,3,2,5,68,36,24,16,9,8,10,2008
2008-773,Bucharest,Clay,32,A,20080908,25,104755,1,,Richard Gasquet,R,185,FRA,22.22587269,12,1565,104559,,,Teymuraz Gabashvili,R,188,RUS,23.29637235,97,487,6-7(6) 6-1 6-1,3,QF,109,8,1,79,47,37,19,13,0,1,3,4,79,49,30,12,13,2,8,2008
2008-773,Bucharest,Clay,32,A,20080908,26,102845,6,,Carlos Moya,R,190,ESP,32.03285421,61,665,104198,,,Guillermo Garcia Lopez,R,188,ESP,25.26488706,64,636,5-7 6-3 6-4,3,QF,154,10,3,90,58,44,22,16,1,2,1,1,107,78,51,18,15,4,6,2008
2008-773,Bucharest,Clay,32,A,20080908,27,104076,8,,Jose Acasuso,R,190,ARG,25.88637919,51,736,103868,,,Ivan Navarro,R,183,ESP,26.88843258,71,585,6-4 6-4,3,QF,101,2,2,58,41,30,12,10,2,2,8,2,71,47,32,13,10,4,6,2008
2008-773,Bucharest,Clay,32,A,20080908,28,104468,2,,Gilles Simon,R,183,FRA,23.69883641,17,1390,103722,,,Florent Serra,R,180,FRA,27.52635181,69,597,6-2 6-3,3,QF,73,0,1,50,23,15,12,8,2,5,1,4,54,24,11,6,9,3,10,2008
2008-773,Bucharest,Clay,32,A,20080908,29,102845,6,,Carlos Moya,R,190,ESP,32.03285421,61,665,104755,1,,Richard Gasquet,R,185,FRA,22.22587269,12,1565,6-2 6-4,3,SF,78,3,2,48,32,27,11,9,2,2,4,5,66,40,27,8,9,5,8,2008
2008-773,Bucharest,Clay,32,A,20080908,30,104468,2,,Gilles Simon,R,183,FRA,23.69883641,17,1390,104076,8,,Jose Acasuso,R,190,ARG,25.88637919,51,736,4-6 7-6(4) 6-4,3,SF,174,6,3,121,67,46,26,16,6,10,1,5,111,52,36,27,16,8,12,2008
2008-773,Bucharest,Clay,32,A,20080908,31,104468,2,,Gilles Simon,R,183,FRA,23.69883641,17,1390,102845,6,,Carlos Moya,R,190,ESP,32.03285421,61,665,6-3 6-4,3,F,90,0,3,66,32,30,16,10,6,6,1,0,67,48,32,8,9,5,7,2008
2008-500,Halle,Grass,32,A,20080609,1,103819,1,,Roger Federer,R,185,SUI,26.83641342,1,6675,103582,,,Michael Berrer,L,193,GER,27.93976728,83,508,6-4 6-2,3,R32,62,11,1,48,37,33,5,9,1,1,2,3,58,39,28,6,9,3,6,2008
2008-500,Halle,Grass,32,A,20080609,2,102788,,Q,Jan Vacek,R,198,CZE,32.08213552,342,101,103822,,Q,Scott Lipsky,R,185,USA,26.81998631,1004,8,3-6 6-3 6-2,3,R32,84,3,4,77,47,35,17,13,0,1,8,3,77,48,33,15,13,1,4,2008
2008-500,Halle,Grass,32,A,20080609,3,102148,,,Fabrice Santoro,R,178,FRA,35.49897331,52,721,102783,,,Rainer Schuettler,R,180,GER,32.12320329,89,487,7-6(4) 6-4,3,R32,115,4,2,84,52,37,16,11,7,8,3,1,86,47,29,20,11,8,10,2008
2008-500,Halle,Grass,32,A,20080609,4,104571,5,,Marcos Baghdatis,R,183,CYP,22.97878166,23,1190,103401,,Q,Jan Hernych,R,190,CZE,28.92539357,141,336,6-4 7-5,3,R32,73,6,6,58,27,23,21,11,0,0,3,1,68,50,34,10,11,1,3,2008
2008-500,Halle,Grass,32,A,20080609,5,104022,4,,Mikhail Youzhny,R,183,RUS,25.95756331,18,1335,104098,,,Dmitry Tursunov,R,185,RUS,25.49212868,29,1020,6-3 6-1,3,R32,68,3,0,52,29,22,15,8,3,3,3,2,53,36,24,4,8,5,9,2008
2008-500,Halle,Grass,32,A,20080609,6,103017,,,Nicolas Kiefer,R,183,GER,30.92950034,38,895,104898,,,Robin Haase,R,190,NED,21.17727584,62,608,4-6 6-3 6-2,3,R32,96,11,3,76,46,40,18,14,3,4,7,2,74,36,29,19,13,2,5,2008
2008-500,Halle,Grass,32,A,20080609,7,104327,,,Steve Darcis,R,178,BEL,24.24093087,53,715,103694,,,Olivier Rochus,R,168,BEL,27.38945927,67,569,6-1 6-4,3,R32,53,6,1,56,31,24,16,9,1,1,1,0,45,28,15,10,8,2,5,2008
2008-500,Halle,Grass,32,A,20080609,8,103566,,,Michael Llodra,L,190,FRA,28.06023272,35,906,103344,8,,Ivan Ljubicic,R,193,CRO,29.22655715,27,1080,6-7(6) 7-6(5) 7-5,3,R32,152,20,7,126,81,65,23,18,8,8,19,3,112,73,61,19,18,3,4,2008
2008-500,Halle,Grass,32,A,20080609,9,103163,,,Tommy Haas,R,188,GER,30.18480493,37,895,103285,6,,Radek Stepanek,R,185,CZE,29.53319644,16,1360,6-7(0) 7-6(3) 6-4,3,R32,138,19,3,112,78,60,18,17,4,4,12,4,100,66,54,19,17,1,2,2008
2008-500,Halle,Grass,32,A,20080609,10,104259,,,Philipp Kohlschreiber,R,178,GER,24.64887064,40,875,103898,,,Julien Benneteau,R,185,FRA,26.46954141,43,815,6-4 6-1,3,R32,69,6,2,52,30,26,12,9,2,2,6,4,51,38,24,4,8,3,6,2008
2008-500,Halle,Grass,32,A,20080609,11,104417,,,Robin Soderling,R,193,SWE,23.81930185,42,820,104332,,WC,Philipp Petzschner,R,185,GER,24.21081451,118,393,6-4 4-6 6-4,3,R32,110,11,3,88,62,47,12,15,3,5,10,10,101,52,40,23,15,3,6,2008
2008-500,Halle,Grass,32,A,20080609,12,104607,3,,Tomas Berdych,R,196,CZE,22.72689938,12,1490,102563,,,Thomas Johansson,R,180,SWE,33.2128679,69,568,6-3 7-5,3,R32,78,9,1,60,36,31,12,11,2,3,11,3,70,36,27,14,10,8,11,2008
2008-500,Halle,Grass,32,A,20080609,13,104999,,,Mischa Zverev,L,190,GER,20.79945243,97,465,103813,7,,Jarkko Nieminen,L,185,FIN,26.88021903,25,1130,2-6 6-4 6-2,3,R32,80,4,0,85,62,41,17,13,10,12,3,2,70,47,31,15,13,2,5,2008
2008-500,Halle,Grass,32,A,20080609,14,104676,,WC,Andreas Beck,L,190,GER,22.34086242,144,332,102967,,,Marc Gicquel,R,188,FRA,31.19507187,57,659,6-7(4) 7-6(4) 6-3,3,R32,154,14,11,127,79,57,26,17,3,4,19,2,105,66,53,21,16,3,5,2008
2008-500,Halle,Grass,32,A,20080609,15,103794,,WC,Benjamin Becker,R,178,GER,26.98151951,104,438,103823,,,Denis Gremelmayr,L,183,GER,26.81451061,66,578,6-4 6-2,3,R32,68,8,3,52,28,26,13,9,1,1,7,5,67,38,25,12,9,5,8,2008
2008-500,Halle,Grass,32,A,20080609,16,103484,2,,James Blake,R,185,USA,28.44900753,7,2015,103451,,Q,Bjorn Phau,R,175,GER,28.68172485,148,315,6-4 6-1,3,R32,50,8,2,41,25,21,12,8,0,0,2,2,47,18,10,15,9,0,4,2008
2008-500,Halle,Grass,32,A,20080609,17,103819,1,,Roger Federer,R,185,SUI,26.83641342,1,6675,102788,,Q,Jan Vacek,R,198,CZE,32.08213552,342,101,7-5 6-3,3,R16,70,5,0,56,43,35,9,11,0,0,2,3,70,39,29,14,10,5,7,2008
2008-500,Halle,Grass,32,A,20080609,18,104571,5,,Marcos Baghdatis,R,183,CYP,22.97878166,23,1190,102148,,,Fabrice Santoro,R,178,FRA,35.49897331,52,721,6-4 6-3,3,R16,73,8,3,55,31,26,11,10,1,3,0,2,58,38,25,7,9,1,5,2008
2008-500,Halle,Grass,32,A,20080609,19,103017,,,Nicolas Kiefer,R,183,GER,30.92950034,38,895,104022,4,,Mikhail Youzhny,R,183,RUS,25.95756331,18,1335,6-2 5-7 6-3,3,R16,136,7,2,85,55,39,17,15,4,7,4,2,89,63,34,15,14,2,7,2008
2008-500,Halle,Grass,32,A,20080609,20,103566,,,Michael Llodra,L,190,FRA,28.06023272,35,906,104327,,,Steve Darcis,R,178,BEL,24.24093087,53,715,7-6(6) 7-6(3),3,R16,101,9,0,74,47,39,21,12,0,0,2,0,105,70,43,23,12,3,3,2008
2008-500,Halle,Grass,32,A,20080609,21,104259,,,Philipp Kohlschreiber,R,178,GER,24.64887064,40,875,103163,,,Tommy Haas,R,188,GER,30.18480493,37,895,7-5 5-7 7-6(5),3,R16,148,7,3,103,64,48,28,18,4,6,13,8,111,64,49,27,18,3,5,2008
2008-500,Halle,Grass,32,A,20080609,22,104417,,,Robin Soderling,R,193,SWE,23.81930185,42,820,104607,3,,Tomas Berdych,R,196,CZE,22.72689938,12,1490,6-2 7-5,3,R16,64,13,0,49,32,28,12,10,0,0,8,0,63,41,26,10,10,2,5,2008
2008-500,Halle,Grass,32,A,20080609,23,104676,,WC,Andreas Beck,L,190,GER,22.34086242,144,332,104999,,,Mischa Zverev,L,190,GER,20.79945243,97,465,6-7(5) 7-6(5) 6-1,3,R16,114,9,5,101,70,55,17,16,7,8,16,2,93,63,48,14,15,1,4,2008
2008-500,Halle,Grass,32,A,20080609,24,103484,2,,James Blake,R,185,USA,28.44900753,7,2015,103794,,WC,Benjamin Becker,R,178,GER,26.98151951,104,438,4-6 7-5 6-3,3,R16,113,12,2,83,50,39,21,16,2,4,11,8,104,59,47,18,15,9,12,2008
2008-500,Halle,Grass,32,A,20080609,25,103819,1,,Roger Federer,R,185,SUI,26.83641342,1,6675,104571,5,,Marcos Baghdatis,R,183,CYP,22.97878166,23,1190,6-4 6-4,3,QF,72,0,0,58,45,33,10,10,4,4,4,3,61,32,26,13,10,2,4,2008
2008-500,Halle,Grass,32,A,20080609,26,103017,,,Nicolas Kiefer,R,183,GER,30.92950034,38,895,103566,,,Michael Llodra,L,190,FRA,28.06023272,35,906,4-0 RET,3,QF,20,2,1,11,7,5,3,2,0,0,0,2,8,2,0,0,2,0,2,2008
2008-500,Halle,Grass,32,A,20080609,27,104259,,,Philipp Kohlschreiber,R,178,GER,24.64887064,40,875,104417,,,Robin Soderling,R,193,SWE,23.81930185,42,820,6-4 7-6(4),3,QF,91,12,3,71,46,35,16,11,3,3,8,0,77,45,32,19,11,3,4,2008
2008-500,Halle,Grass,32,A,20080609,28,103484,2,,James Blake,R,185,USA,28.44900753,7,2015,104676,,WC,Andreas Beck,L,190,GER,22.34086242,144,332,7-6(4) 7-6(5),3,QF,105,13,3,77,48,39,16,12,2,4,9,6,105,78,52,15,12,10,12,2008
2008-500,Halle,Grass,32,A,20080609,29,103819,1,,Roger Federer,R,185,SUI,26.83641342,1,6675,103017,,,Nicolas Kiefer,R,183,GER,30.92950034,38,895,6-1 6-4,3,SF,65,7,1,59,37,27,13,9,4,4,4,3,40,18,15,9,8,0,3,2008
2008-500,Halle,Grass,32,A,20080609,30,104259,,,Philipp Kohlschreiber,R,178,GER,24.64887064,40,875,103484,2,,James Blake,R,185,USA,28.44900753,7,2015,6-3 7-5,3,SF,72,7,1,57,34,23,16,10,3,4,5,2,64,35,24,13,11,2,6,2008
2008-500,Halle,Grass,32,A,20080609,31,103819,1,,Roger Federer,R,185,SUI,26.83641342,1,6675,104259,,,Philipp Kohlschreiber,R,178,GER,24.64887064,40,875,6-3 6-4,3,F,74,6,0,51,36,31,10,10,2,2,6,2,65,40,28,12,9,2,4,2008
2008-505,Vina del Mar,Clay,32,A,20080128,1,103602,1,,Fernando Gonzalez,R,183,CHI,27.49897331,24,1380,104154,,,Paul Capdeville,R,190,CHI,24.82409309,100,413,7-5 6-3,3,R32,75,5,2,57,38,28,9,11,1,4,1,3,63,46,26,6,10,2,7,2008
2008-505,Vina del Mar,Clay,32,A,20080128,2,103701,,,Diego Hartfield,R,185,ARG,26.98973306,102,410,103151,,,Mariano Zabaleta,R,183,ARG,29.9137577,118,366,6-3 7-5,3,R32,91,2,4,71,46,32,13,11,5,7,4,6,71,39,24,13,10,7,11,2008
2008-505,Vina del Mar,Clay,32,A,20080128,3,104122,,,Carlos Berlocq,R,183,ARG,24.98288843,78,517,103534,,,Nicolas Devilder,L,173,FRA,27.84394251,108,391,7-5 6-2,3,R32,128,5,2,66,31,25,19,10,3,4,2,4,81,48,30,13,10,8,12,2008
2008-505,Vina del Mar,Clay,32,A,20080128,4,103632,,,Luis Horna,R,180,PER,27.37029432,76,520,102860,5,,Agustin Calleri,R,183,ARG,31.37029432,41,730,6-4 6-4,3,R32,82,2,2,57,41,35,9,10,4,4,10,2,66,38,31,10,10,2,4,2008
2008-505,Vina del Mar,Clay,32,A,20080128,5,104269,4,,Fernando Verdasco,L,188,ESP,24.20260096,29,1050,105070,,WC,Hans Podlipnik Castillo,U,,CHI,20.05201917,734,21,6-4 6-3,3,R32,82,6,0,48,32,24,10,9,1,2,1,4,77,58,35,7,10,4,8,2008
2008-505,Vina del Mar,Clay,32,A,20080128,6,104655,,,Pablo Cuevas,R,180,URU,22.07255305,111,384,103909,,,Guillermo Coria,R,175,ARG,26.03969884,,,6-4 4-6 6-3,3,R32,124,4,2,90,53,35,17,14,5,9,0,10,91,53,34,16,15,4,10,2008
2008-505,Vina del Mar,Clay,32,A,20080128,7,104593,,Q,Daniel Gimeno Traver,R,185,ESP,22.47501711,167,253,104724,,Q,Eduardo Schwank,R,183,ARG,21.76591376,160,266,6-4 1-6 6-1,3,R32,79,4,0,55,37,27,14,12,0,2,0,0,58,41,31,9,12,2,5,2008
2008-505,Vina del Mar,Clay,32,A,20080128,8,104076,7,,Jose Acasuso,R,190,ARG,25.27310062,58,581,103429,,,Peter Luczak,R,183,AUS,28.41067762,84,495,6-2 6-4,3,R32,86,6,2,60,27,25,18,9,4,4,4,2,56,28,21,12,9,6,9,2008
2008-505,Vina del Mar,Clay,32,A,20080128,9,103976,,,Juan Pablo Brzezicki,R,178,ARG,25.79603012,106,402,103169,6,,Oscar Hernandez,R,180,ESP,29.80150582,52,615,7-6(4) 6-1,3,R32,123,1,3,68,43,24,15,10,2,6,1,5,61,36,20,7,9,0,6,2008
2008-505,Vina del Mar,Clay,32,A,20080128,10,104719,,Q,Marcel Granollers,R,190,ESP,21.79603012,125,349,104081,,,Boris Pashanski,R,180,SRB,25.23477071,96,433,7-6(4) 6-2,3,R32,104,7,2,64,41,34,10,10,3,4,0,3,89,61,36,12,10,6,9,2008
2008-505,Vina del Mar,Clay,32,A,20080128,11,103506,,,Martin Vassallo Arguello,R,183,ARG,27.96440794,86,485,103535,,,Olivier Patience,R,180,FRA,27.84394251,105,405,6-4 6-1,3,R32,73,1,1,48,35,28,7,8,1,1,0,4,60,39,21,11,9,6,10,2008
2008-505,Vina del Mar,Clay,32,A,20080128,12,104338,3,,Juan Monaco,R,185,ARG,23.8329911,21,1450,102839,,,Nicolas Lapentti,R,188,ECU,31.45790554,113,379,2-6 6-3 6-4,3,R32,153,6,1,102,72,45,17,14,9,12,2,2,87,51,35,18,13,8,11,2008
2008-505,Vina del Mar,Clay,32,A,20080128,13,103373,,,Sergio Roitman,R,185,ARG,28.70362765,72,537,103454,8,,Nicolas Massu,R,183,CHI,28.30116359,70,544,6-7(3) 7-6(4) 6-3,3,R32,199,3,1,121,69,46,28,17,9,13,4,8,118,70,47,25,16,6,11,2008
2008-505,Vina del Mar,Clay,32,A,20080128,14,103490,,,Santiago Ventura,R,183,ESP,28.06297057,88,472,103292,,WC,Gaston Gaudio,R,175,ARG,29.13620808,183,228,6-3 6-0,3,R32,66,9,3,54,24,21,13,8,3,5,1,3,49,26,8,11,7,3,9,2008
2008-505,Vina del Mar,Clay,32,A,20080128,15,103543,,Q,David Marrero,R,185,ESP,27.80561259,289,131,103201,,WC,Adrian Garcia,R,175,CHI,29.67830253,213,193,6-7(2) 7-6(3) 6-4,3,R32,172,11,5,113,74,51,25,17,3,4,8,2,121,76,51,27,17,10,12,2008
2008-505,Vina del Mar,Clay,32,A,20080128,16,104926,,,Fabio Fognini,R,178,ITA,20.68172485,104,407,103428,2,,Juan Ignacio Chela,R,190,ARG,28.41341547,25,1355,7-6(0) 6-2,3,R32,86,3,0,61,33,26,20,10,2,2,1,2,65,37,25,14,10,6,8,2008
2008-505,Vina del Mar,Clay,32,A,20080128,17,103602,1,,Fernando Gonzalez,R,183,CHI,27.49897331,24,1380,103701,,,Diego Hartfield,R,185,ARG,26.98973306,102,410,6-3 6-4,3,R16,67,6,6,64,38,29,12,10,2,4,1,1,47,29,15,11,9,1,5,2008
2008-505,Vina del Mar,Clay,32,A,20080128,18,104122,,,Carlos Berlocq,R,183,ARG,24.98288843,78,517,103632,,,Luis Horna,R,180,PER,27.37029432,76,520,7-6(3) 3-6 7-6(3),3,R16,184,12,2,110,58,41,31,16,4,8,3,1,111,86,61,10,17,5,8,2008
2008-505,Vina del Mar,Clay,32,A,20080128,19,104655,,,Pablo Cuevas,R,180,URU,22.07255305,111,384,104269,4,,Fernando Verdasco,L,188,ESP,24.20260096,29,1050,7-5 6-3,3,R16,87,4,1,75,46,33,19,11,6,6,1,6,63,38,26,15,10,3,5,2008
2008-505,Vina del Mar,Clay,32,A,20080128,20,104076,7,,Jose Acasuso,R,190,ARG,25.27310062,58,581,104593,,Q,Daniel Gimeno Traver,R,185,ESP,22.47501711,167,253,6-2 6-2,3,R16,60,1,0,41,31,26,6,8,0,0,3,4,62,37,25,7,8,7,11,2008
2008-505,Vina del Mar,Clay,32,A,20080128,21,103976,,,Juan Pablo Brzezicki,R,178,ARG,25.79603012,106,402,104719,,Q,Marcel Granollers,R,190,ESP,21.79603012,125,349,6-2 6-2,3,R16,88,1,0,49,29,23,12,8,1,1,1,2,67,32,15,19,8,11,15,2008
2008-505,Vina del Mar,Clay,32,A,20080128,22,104338,3,,Juan Monaco,R,185,ARG,23.8329911,21,1450,103506,,,Martin Vassallo Arguello,R,183,ARG,27.96440794,86,485,6-3 4-6 7-5,3,R16,165,7,2,106,64,45,21,16,9,12,1,2,106,70,43,18,15,5,9,2008
2008-505,Vina del Mar,Clay,32,A,20080128,23,103490,,,Santiago Ventura,R,183,ESP,28.06297057,88,472,103373,,,Sergio Roitman,R,185,ARG,28.70362765,72,537,4-6 6-3 7-6(4),3,R16,138,2,6,97,49,34,18,16,8,15,6,1,98,59,29,22,15,7,14,2008
2008-505,Vina del Mar,Clay,32,A,20080128,24,104926,,,Fabio Fognini,R,178,ITA,20.68172485,104,407,103543,,Q,David Marrero,R,185,ESP,27.80561259,289,131,6-4 6-7(5) 6-3,3,R16,132,9,4,104,52,41,31,16,7,8,4,1,103,64,42,22,15,8,11,2008
2008-505,Vina del Mar,Clay,32,A,20080128,25,103602,1,,Fernando Gonzalez,R,183,CHI,27.49897331,24,1380,104122,,,Carlos Berlocq,R,183,ARG,24.98288843,78,517,7-5 6-0,3,QF,83,4,1,57,37,26,14,9,3,3,1,4,64,42,27,7,9,3,7,2008
2008-505,Vina del Mar,Clay,32,A,20080128,26,104655,,,Pablo Cuevas,R,180,URU,22.07255305,111,384,104076,7,,Jose Acasuso,R,190,ARG,25.27310062,58,581,6-3 6-3,3,QF,91,5,2,71,45,32,12,9,3,4,5,4,73,39,24,13,9,12,16,2008
2008-505,Vina del Mar,Clay,32,A,20080128,27,104338,3,,Juan Monaco,R,185,ARG,23.8329911,21,1450,103976,,,Juan Pablo Brzezicki,R,178,ARG,25.79603012,106,402,6-2 6-3,3,QF,84,3,0,53,27,22,14,9,1,2,1,2,66,41,23,10,8,10,14,2008
2008-505,Vina del Mar,Clay,32,A,20080128,28,103490,,,Santiago Ventura,R,183,ESP,28.06297057,88,472,104926,,,Fabio Fognini,R,178,ITA,20.68172485,104,407,6-3 6-3,3,QF,80,6,1,52,30,24,14,9,1,1,2,1,69,39,26,13,9,5,8,2008
2008-505,Vina del Mar,Clay,32,A,20080128,29,103602,1,,Fernando Gonzalez,R,183,CHI,27.49897331,24,1380,104655,,,Pablo Cuevas,R,180,URU,22.07255305,111,384,6-7(4) 7-6(6) 6-2,3,SF,168,10,2,107,61,44,26,16,7,10,4,1,115,80,50,17,16,2,7,2008
2008-505,Vina del Mar,Clay,32,A,20080128,30,104338,3,,Juan Monaco,R,185,ARG,23.8329911,21,1450,103490,,,Santiago Ventura,R,183,ESP,28.06297057,88,472,6-2 6-4,3,SF,75,1,1,52,33,23,12,9,2,3,5,3,57,27,21,10,9,3,7,2008
2008-505,Vina del Mar,Clay,32,A,20080128,31,103602,1,,Fernando Gonzalez,R,183,CHI,27.49897331,24,1380,104338,3,,Juan Monaco,R,185,ARG,23.8329911,21,1450,W/O,3,F,,,,,,,,,,,,,,,,,,,,2008
2008-506,Buenos Aires,Clay,32,A,20080218,1,103900,1,,David Nalbandian,R,180,ARG,26.13004791,11,1700,103429,,,Peter Luczak,R,183,AUS,28.46817248,79,505,6-3 6-3,3,R32,72,10,2,45,27,21,12,9,0,1,3,1,66,40,25,11,9,1,5,2008
2008-506,Buenos Aires,Clay,32,A,20080218,2,104926,,,Fabio Fognini,R,178,ITA,20.73921971,78,506,104724,,WC,Eduardo Schwank,R,183,ARG,21.82340862,141,311,6-2 6-1,3,R32,72,0,2,44,36,26,4,7,6,7,0,3,57,28,15,10,8,2,8,2008
2008-506,Buenos Aires,Clay,32,A,20080218,3,103976,,,Juan Pablo Brzezicki,R,178,ARG,25.85352498,103,416,102839,,,Nicolas Lapentti,R,188,ECU,31.51540041,93,454,6-3 6-2,3,R32,81,1,1,53,38,30,7,9,4,5,0,0,50,26,15,11,8,5,9,2008
2008-506,Buenos Aires,Clay,32,A,20080218,4,103808,7,,Potito Starace,R,188,ITA,26.5982204,35,895,104081,,,Boris Pashanski,R,180,SRB,25.29226557,99,424,6-1 3-6 6-4,3,R32,111,1,1,84,60,41,11,13,5,7,1,2,73,47,28,14,13,0,4,2008
2008-506,Buenos Aires,Clay,32,A,20080218,5,103428,4,,Juan Ignacio Chela,R,190,ARG,28.47091034,25,1305,103490,,,Santiago Ventura,R,183,ESP,28.12046543,69,535,5-7 6-3 6-2,3,R32,136,2,6,86,55,40,14,14,2,5,2,6,108,63,39,18,15,10,16,2008
2008-506,Buenos Aires,Clay,32,A,20080218,6,105064,,Q,Thomaz Bellucci,L,188,BRA,20.13689254,181,229,102381,,,Werner Eschauer,R,188,AUT,33.81519507,83,487,6-4 6-4,3,R32,89,3,1,58,35,27,14,10,1,2,2,4,60,37,23,11,10,4,7,2008
2008-506,Buenos Aires,Clay,32,A,20080218,7,103169,,,Oscar Hernandez,R,180,ESP,29.85900068,60,575,103799,,LL,Eric Prodon,R,178,FRA,26.64476386,136,327,6-4 6-3,3,R32,89,2,0,51,39,31,7,9,1,1,1,2,75,40,28,15,10,6,9,2008
2008-506,Buenos Aires,Clay,32,A,20080218,8,104597,5,,Nicolas Almagro,R,183,ESP,22.49418207,29,1100,103506,,,Martin Vassallo Arguello,R,183,ARG,28.02190281,102,417,7-6(5) 7-6(2),3,R32,122,3,1,84,65,48,14,12,1,1,3,0,93,66,49,15,12,6,6,2008
2008-506,Buenos Aires,Clay,32,A,20080218,9,104214,6,,Igor Andreev,R,185,RUS,24.59958932,32,945,103656,,,Albert Montanes,R,175,ESP,27.22792608,52,621,6-3 6-7(8) 7-6(4),3,R32,170,6,2,105,70,57,23,17,2,2,1,2,98,67,51,21,16,0,1,2008
2008-506,Buenos Aires,Clay,32,A,20080218,10,103181,,,Jiri Vanek,R,185,CZE,29.82067077,105,414,104122,,,Carlos Berlocq,R,183,ARG,25.0403833,71,524,6-4 7-5,3,R32,92,4,3,58,35,29,11,11,3,5,1,1,61,39,22,13,11,4,8,2008
2008-506,Buenos Aires,Clay,32,A,20080218,11,104593,,Q,Daniel Gimeno Traver,R,185,ESP,22.53251198,157,271,103105,,Q,Ruben Ramirez Hidalgo,R,183,ESP,30.11635866,123,354,2-6 6-1 6-2,3,R32,109,6,2,64,36,24,18,11,1,3,0,7,74,40,26,14,12,7,12,2008
2008-506,Buenos Aires,Clay,32,A,20080218,12,104076,,,Jose Acasuso,R,190,ARG,25.33059548,51,621,102845,3,,Carlos Moya,R,190,ESP,31.4770705,13,1585,6-2 6-4,3,R32,80,2,1,44,25,20,13,9,0,1,4,1,58,38,24,7,9,1,5,2008
2008-506,Buenos Aires,Clay,32,A,20080218,13,103835,8,,Filippo Volandri,R,183,ITA,26.45311431,41,735,103454,,,Nicolas Massu,R,183,CHI,28.35865845,97,432,6-4 6-2,3,R32,80,0,1,55,40,23,13,9,4,5,3,1,47,24,14,10,9,2,6,2008
2008-506,Buenos Aires,Clay,32,A,20080218,14,103373,,,Sergio Roitman,R,185,ARG,28.76112252,76,512,104371,,Q,Ivo Minar,R,183,CZE,23.74537988,89,469,4-0 RET,3,R32,31,2,1,13,6,4,5,2,0,0,0,1,14,6,2,2,2,0,2,2008
2008-506,Buenos Aires,Clay,32,A,20080218,15,103632,,,Luis Horna,R,180,PER,27.42778919,121,360,104216,,WC,Maximo Gonzalez,R,175,ARG,24.58316222,118,366,6-4 6-4,3,R32,93,2,0,60,49,37,5,10,3,4,1,1,73,39,26,16,10,7,10,2008
2008-506,Buenos Aires,Clay,32,A,20080218,16,102860,,,Agustin Calleri,R,183,ARG,31.42778919,43,730,104338,2,,Juan Monaco,R,185,ARG,23.89048597,14,1520,6-4 2-6 6-3,3,R32,144,2,6,111,57,39,20,13,8,13,0,3,100,67,39,15,14,3,9,2008
2008-506,Buenos Aires,Clay,32,A,20080218,17,103900,1,,David Nalbandian,R,180,ARG,26.13004791,11,1700,104926,,,Fabio Fognini,R,178,ITA,20.73921971,78,506,7-6(5) 4-6 6-3,3,R16,152,4,6,99,57,40,22,16,3,7,4,3,110,73,48,16,15,7,11,2008
2008-506,Buenos Aires,Clay,32,A,20080218,18,103808,7,,Potito Starace,R,188,ITA,26.5982204,35,895,103976,,,Juan Pablo Brzezicki,R,178,ARG,25.85352498,103,416,6-3 6-3,3,R16,79,0,0,54,38,29,12,9,0,0,1,0,46,27,20,10,9,2,5,2008
2008-506,Buenos Aires,Clay,32,A,20080218,19,103428,4,,Juan Ignacio Chela,R,190,ARG,28.47091034,25,1305,105064,,Q,Thomaz Bellucci,L,188,BRA,20.13689254,181,229,6-4 6-4,3,R16,74,0,3,52,29,24,14,10,1,2,1,1,52,35,21,11,10,0,3,2008
2008-506,Buenos Aires,Clay,32,A,20080218,20,104597,5,,Nicolas Almagro,R,183,ESP,22.49418207,29,1100,103169,,,Oscar Hernandez,R,180,ESP,29.85900068,60,575,6-2 2-6 6-3,3,R16,128,7,1,98,67,46,15,13,11,13,0,2,68,44,26,16,12,3,6,2008
2008-506,Buenos Aires,Clay,32,A,20080218,21,104214,6,,Igor Andreev,R,185,RUS,24.59958932,32,945,103181,,,Jiri Vanek,R,185,CZE,29.82067077,105,414,6-1 0-6 6-4,3,R16,107,5,4,79,51,32,14,12,3,7,4,4,69,37,23,15,11,5,9,2008
