tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,year
2008-338,Sydney,Hard,32,A,20080107,1,104755,1,,Richard Gasquet,R,185,FRA,21.55509925,8,1930,104214,,,Igor Andreev,R,185,RUS,24.48459959,34,890,6-3 7-6(6),3,R32,94,7,5,70,40,35,15,11,3,4,2,4,66,41,29,11,10,1,3,2008
2008-338,Sydney,Hard,32,A,20080107,2,104098,,,Dmitry Tursunov,R,185,RUS,25.07049966,35,853,104527,,,Stanislas Wawrinka,R,183,SUI,22.77891855,28,995,6-3 6-3,3,R32,67,3,2,51,27,22,13,9,3,4,2,1,54,37,23,7,9,2,6,2008
2008-338,Sydney,Hard,32,A,20080107,3,103206,,,Sebastien Grosjean,R,175,FRA,29.60985626,51,621,103429,,WC,Peter Luczak,R,183,AUS,28.35318275,90,464,6-4 4-6 6-0,3,R32,126,9,2,78,40,32,20,13,4,6,5,1,98,63,34,20,13,6,11,2008
2008-338,Sydney,Hard,32,A,20080107,4,104269,8,,Fernando Verdasco,L,188,ESP,24.14510609,27,1050,103852,,,Feliciano Lopez,L,188,ESP,26.29705681,36,840,6-3 4-6 6-2,3,R32,124,3,4,83,64,44,8,14,5,8,11,5,99,54,35,19,13,8,13,2008
2008-338,Sydney,Hard,32,A,20080107,5,102148,,,Fabrice Santoro,R,178,FRA,35.07734428,37,792,103484,3,,James Blake,R,185,USA,28.02737851,13,1710,7-6(4) 6-2,3,R32,80,5,2,68,27,18,23,10,5,8,3,1,57,31,21,10,10,2,7,2008
2008-338,Sydney,Hard,32,A,20080107,6,104327,,Q,Steve Darcis,R,178,BEL,23.81930185,88,474,102512,,,Joseph Sirianni,R,175,AUS,32.97193703,146,293,6-1 7-6(4),3,R32,69,6,2,57,38,32,11,10,0,1,1,2,56,26,21,14,9,4,7,2008
2008-338,Sydney,Hard,32,A,20080107,7,104371,,Q,Ivo Minar,R,183,CZE,23.63039014,102,425,103553,,Q,Alun Jones,R,180,AUS,27.69883641,140,308,6-2 7-5,3,R32,73,5,2,71,50,34,10,10,6,8,2,0,54,34,18,9,10,0,5,2008
2008-338,Sydney,Hard,32,A,20080107,8,105095,,LL,Evgeny Korolev,R,185,KAZ,19.89596167,82,492,103908,7,,Paul Henri Mathieu,R,185,FRA,25.98494182,25,1320,6-1 RET,3,R32,34,3,2,27,21,16,0,4,2,3,2,1,20,10,6,1,3,3,6,2008
2008-338,Sydney,Hard,32,A,20080107,9,103720,6,,Lleyton Hewitt,R,180,AUS,26.86652977,21,1385,103917,,,Nicolas Mahut,R,190,FRA,25.96030116,44,683,6-3 6-4,3,R32,88,5,4,48,26,20,12,9,1,3,4,13,82,41,28,14,10,8,13,2008
2008-338,Sydney,Hard,32,A,20080107,10,104589,,WC,Chris Guccione,L,201,AUS,22.43942505,125,357,103252,,Q,Alberto Martin,R,175,ESP,29.38261465,138,313,7-6(6) 6-4,3,R32,77,18,3,62,43,39,12,11,1,1,2,3,64,35,27,19,11,0,1,2008
2008-338,Sydney,Hard,32,A,20080107,11,104468,,,Gilles Simon,R,183,FRA,23.02806297,30,955,103888,,,Mardy Fish,R,188,USA,26.07802875,39,740,7-6(6) 6-1,3,R32,72,4,2,59,32,23,17,10,0,2,5,1,60,30,22,10,9,1,5,2008
2008-338,Sydney,Hard,32,A,20080107,12,104607,4,,Tomas Berdych,R,196,CZE,22.30527036,14,1685,103835,,,Filippo Volandri,R,183,ITA,26.33812457,41,731,6-1 6-3,3,R32,72,7,1,55,33,26,12,8,3,3,1,6,66,31,18,15,8,9,13,2008
2008-338,Sydney,Hard,32,A,20080107,13,102845,5,,Carlos Moya,R,190,ESP,31.36208077,18,1585,102905,,,Stefan Koubek,L,175,AUT,31.01163587,68,556,1-6 6-4 6-2,3,R32,90,2,3,74,42,30,19,12,7,9,3,3,72,44,32,13,13,0,3,2008
2008-338,Sydney,Hard,32,A,20080107,14,102860,,,Agustin Calleri,R,183,ARG,31.31279945,40,735,105286,,WC,Greg Jones,R,190,AUS,18.93223819,383,87,6-3 6-2,3,R32,76,6,2,42,22,21,11,8,0,0,3,3,67,44,25,10,9,8,12,2008
2008-338,Sydney,Hard,32,A,20080107,15,104312,,,Andreas Seppi,R,190,ITA,23.87679671,47,659,104542,,,Jo Wilfried Tsonga,R,188,FRA,22.72416153,38,789,3-6 6-3 6-2,3,R32,111,2,0,87,49,34,21,13,8,10,7,1,87,53,32,19,13,7,11,2008
2008-338,Sydney,Hard,32,A,20080107,16,103285,,,Radek Stepanek,R,185,CZE,29.11156742,32,930,103990,2,,Tommy Robredo,R,180,ESP,25.68651608,11,1765,6-4 6-2,3,R32,91,2,3,69,39,26,16,9,4,5,1,3,57,39,22,8,9,3,7,2008
2008-338,Sydney,Hard,32,A,20080107,17,104098,,,Dmitry Tursunov,R,185,RUS,25.07049966,35,853,104755,1,,Richard Gasquet,R,185,FRA,21.55509925,8,1930,3-6 6-3 6-4,3,R16,123,8,2,91,49,39,23,14,3,4,7,4,96,62,43,17,14,5,7,2008
2008-338,Sydney,Hard,32,A,20080107,18,103206,,,Sebastien Grosjean,R,175,FRA,29.60985626,51,621,104269,8,,Fernando Verdasco,L,188,ESP,24.14510609,27,1050,6-3 6-4,3,R16,78,3,0,52,31,26,10,10,1,3,5,0,60,47,21,9,9,7,11,2008
2008-338,Sydney,Hard,32,A,20080107,19,102148,,,Fabrice Santoro,R,178,FRA,35.07734428,37,792,104327,,Q,Steve Darcis,R,178,BEL,23.81930185,88,474,6-1 6-3,3,R16,60,5,0,48,39,28,5,8,1,2,1,0,43,30,17,2,8,2,7,2008
2008-338,Sydney,Hard,32,A,20080107,20,105095,,LL,Evgeny Korolev,R,185,KAZ,19.89596167,82,492,104371,,Q,Ivo Minar,R,183,CZE,23.63039014,102,425,6-2 6-3,3,R16,66,3,5,55,29,23,13,9,3,4,2,4,62,35,20,11,8,8,12,2008
2008-338,Sydney,Hard,32,A,20080107,21,104589,,WC,Chris Guccione,L,201,AUS,22.43942505,125,357,103720,6,,Lleyton Hewitt,R,180,AUS,26.86652977,21,1385,7-6(4) 7-6(2),3,R16,97,23,4,80,45,43,18,12,4,4,8,3,74,40,34,20,12,0,0,2008
2008-338,Sydney,Hard,32,A,20080107,22,104607,4,,Tomas Berdych,R,196,CZE,22.30527036,14,1685,104468,,,Gilles Simon,R,183,FRA,23.02806297,30,955,7-6(3) 6-2,3,R16,86,6,3,58,41,32,9,10,3,5,2,1,76,46,24,14,10,4,8,2008
2008-338,Sydney,Hard,32,A,20080107,23,102860,,,Agustin Calleri,R,183,ARG,31.31279945,40,735,102845,5,,Carlos Moya,R,190,ESP,31.36208077,18,1585,6-3 6-4,3,R16,71,10,2,53,30,27,13,10,2,3,1,1,62,38,22,11,9,5,8,2008
2008-338,Sydney,Hard,32,A,20080107,24,103285,,,Radek Stepanek,R,185,CZE,29.11156742,32,930,104312,,,Andreas Seppi,R,190,ITA,23.87679671,47,659,7-5 2-6 6-4,3,R16,140,6,1,90,57,41,19,15,6,9,7,1,104,61,43,21,15,7,10,2008
2008-338,Sydney,Hard,32,A,20080107,25,104098,,,Dmitry Tursunov,R,185,RUS,25.07049966,35,853,103206,,,Sebastien Grosjean,R,175,FRA,29.60985626,51,621,6-4 6-2,3,QF,74,8,1,58,38,29,10,9,7,8,4,1,62,35,22,13,9,3,7,2008
2008-338,Sydney,Hard,32,A,20080107,26,102148,,,Fabrice Santoro,R,178,FRA,35.07734428,37,792,105095,,LL,Evgeny Korolev,R,185,KAZ,19.89596167,82,492,6-3 6-3,3,QF,78,7,1,56,38,31,10,9,3,3,1,1,59,34,21,12,9,5,8,2008
2008-338,Sydney,Hard,32,A,20080107,27,104589,,WC,Chris Guccione,L,201,AUS,22.43942505,125,357,104607,4,,Tomas Berdych,R,196,CZE,22.30527036,14,1685,4-6 7-6(6) 6-4,3,QF,125,19,5,111,69,53,24,16,6,7,7,4,97,54,43,26,16,2,3,2008
2008-338,Sydney,Hard,32,A,20080107,28,103285,,,Radek Stepanek,R,185,CZE,29.11156742,32,930,102860,,,Agustin Calleri,R,183,ARG,31.31279945,40,735,6-2 6-4,3,QF,68,5,1,47,35,28,6,9,2,3,1,3,55,31,20,11,9,6,10,2008
2008-338,Sydney,Hard,32,A,20080107,29,104098,,,Dmitry Tursunov,R,185,RUS,25.07049966,35,853,102148,,,Fabrice Santoro,R,178,FRA,35.07734428,37,792,6-3 7-6(4),3,SF,102,8,2,71,43,31,18,11,3,4,3,3,77,39,25,21,10,7,9,2008
2008-338,Sydney,Hard,32,A,20080107,30,104589,,WC,Chris Guccione,L,201,AUS,22.43942505,125,357,103285,,,Radek Stepanek,R,185,CZE,29.11156742,32,930,7-6(5) 3-6 6-4,3,SF,178,13,3,90,60,54,13,15,4,5,6,1,90,52,42,26,16,2,3,2008
2008-338,Sydney,Hard,32,A,20080107,31,104098,,,Dmitry Tursunov,R,185,RUS,25.07049966,35,853,104589,,WC,Chris Guccione,L,201,AUS,22.43942505,125,357,7-6(3) 7-6(4),3,F,83,6,1,74,43,38,20,12,0,0,15,0,65,39,36,18,12,0,0,2008
2008-337,Vienna,Hard,32,A,20081006,1,104332,,Q,Philipp Petzschner,R,185,GER,24.53661875,125,383,104527,1,,Stanislas Wawrinka,R,183,SUI,23.52635181,10,1670,6-7(5) 6-2 7-6(5),3,R32,151,3,6,95,49,38,21,16,1,6,3,1,111,72,43,19,16,7,14,2008
2008-337,Vienna,Hard,32,A,20081006,2,103401,,Q,Jan Hernych,R,190,CZE,29.25119781,129,374,104056,,,Roko Karanusic,R,183,CRO,26.0862423,103,463,4-6 6-4 7-6(5),3,R32,145,4,2,127,88,52,19,16,16,21,4,0,90,60,36,18,16,5,10,2008
2008-337,Vienna,Hard,32,A,20081006,3,102845,,,Carlos Moya,R,190,ESP,32.10951403,48,785,103582,,,Michael Berrer,L,193,GER,28.26557153,105,458,7-6(5) 7-6(6),3,R32,103,14,4,83,49,38,20,12,1,1,9,3,80,51,40,16,12,1,1,2008
2008-337,Vienna,Hard,32,A,20081006,4,104724,,,Eduardo Schwank,R,183,ARG,22.45585216,54,696,104468,7,,Gilles Simon,R,183,FRA,23.77549624,17,1390,4-6 7-5 7-6(5),3,R32,152,1,0,116,80,54,20,17,10,13,3,2,98,56,47,20,17,5,8,2008
2008-337,Vienna,Hard,32,A,20081006,5,103507,,,Juan Carlos Ferrero,R,183,ESP,28.64887064,44,815,103333,4,,Ivo Karlovic,R,208,CRO,29.60438056,14,1420,6-4 7-6(4),3,R32,92,0,3,71,49,42,13,11,2,2,17,0,67,44,37,10,11,3,4,2008
2008-337,Vienna,Hard,32,A,20081006,6,103781,,,Jurgen Melzer,L,183,AUT,27.37577002,38,879,103344,,,Ivan Ljubicic,R,193,CRO,29.5523614,49,780,7-6(3) 6-3,3,R32,88,11,2,68,39,32,16,11,2,3,9,1,68,45,31,10,10,1,3,2008
2008-337,Vienna,Hard,32,A,20081006,7,103852,,,Feliciano Lopez,L,188,ESP,27.04449008,45,815,102860,,,Agustin Calleri,R,183,ARG,32.06023272,50,745,7-6(2) 7-6(4),3,R32,96,13,1,73,47,41,18,12,1,1,12,2,84,53,39,23,12,8,8,2008
2008-337,Vienna,Hard,32,A,20081006,8,105053,,LL,Santiago Giraldo,R,188,COL,20.85968515,143,321,102905,,WC,Stefan Koubek,L,175,AUT,31.75906913,140,334,6-1 6-2,3,R32,63,0,1,44,23,17,13,7,3,4,1,3,54,33,18,3,8,4,10,2008
2008-337,Vienna,Hard,32,A,20081006,9,104269,5,,Fernando Verdasco,L,188,ESP,24.89253936,13,1440,104003,,Q,Victor Crivoi,R,185,ROU,26.36824093,145,313,6-4 6-4,3,R32,93,4,4,62,42,35,9,10,3,3,1,3,75,50,36,9,10,6,8,2008
2008-337,Vienna,Hard,32,A,20081006,10,103084,,,Guillermo Canas,R,185,ARG,30.86379192,61,670,104312,,,Andreas Seppi,R,190,ITA,24.62422998,30,1060,7-6(2) 6-3,3,R32,109,9,0,65,38,29,15,11,1,3,2,5,71,34,25,16,10,3,6,2008
2008-337,Vienna,Hard,32,A,20081006,11,104259,,,Philipp Kohlschreiber,R,178,GER,24.97467488,32,1015,102967,,,Marc Gicquel,R,188,FRA,31.52087611,37,884,6-2 6-2,3,R32,69,8,1,51,36,27,9,8,0,0,7,2,55,32,19,8,8,3,7,2008
2008-337,Vienna,Hard,32,A,20081006,12,105223,3,,Juan Martin Del Potro,R,198,ARG,20.03559206,9,1685,104770,,WC,Martin Fischer,R,,AUT,22.21218344,219,189,7-6(7) 7-6(5),3,R32,131,7,0,80,53,40,11,12,1,4,5,0,98,60,34,22,12,6,9,2008
2008-337,Vienna,Hard,32,A,20081006,13,104792,8,,Gael Monfils,R,193,FRA,22.0971937,28,1108,103580,,WC,Alexander Peya,R,183,AUT,28.27652293,164,262,3-6 6-1 6-3,3,R32,119,4,3,84,55,34,18,12,6,8,3,5,93,39,26,24,13,9,14,2008
2008-337,Vienna,Hard,32,A,20081006,14,103285,,,Radek Stepanek,R,185,CZE,29.85900068,29,1100,103520,,Q,Pavel Snobel,L,190,CZE,28.60506502,184,231,6-4 6-2,3,R32,80,4,0,61,43,30,10,9,2,3,8,6,71,36,25,12,9,10,14,2008
2008-337,Vienna,Hard,32,A,20081006,15,105208,,,Ernests Gulbis,R,190,LAT,20.10130048,56,694,103835,,,Filippo Volandri,R,183,ITA,27.08555784,95,481,6-2 6-3,3,R32,58,4,3,45,24,21,14,8,2,2,0,0,47,36,18,7,9,2,6,2008
2008-337,Vienna,Hard,32,A,20081006,16,103602,2,,Fernando Gonzalez,R,183,CHI,28.1889117,12,1645,104620,,,Simone Bolelli,R,183,ITA,22.99520876,46,810,4-6 7-6(2) 6-2,3,R32,139,8,3,110,67,46,25,15,7,9,5,1,97,61,44,17,15,5,8,2008
2008-337,Vienna,Hard,32,A,20081006,17,104332,,Q,Philipp Petzschner,R,185,GER,24.53661875,125,383,103401,,Q,Jan Hernych,R,190,CZE,29.25119781,129,374,6-3 6-4,3,R16,82,6,1,48,34,30,10,10,0,0,2,4,69,39,25,15,9,4,6,2008
2008-337,Vienna,Hard,32,A,20081006,18,102845,,,Carlos Moya,R,190,ESP,32.10951403,48,785,104724,,,Eduardo Schwank,R,183,ARG,22.45585216,54,696,6-2 6-3,3,R16,66,9,1,62,37,30,14,9,5,5,1,3,42,22,16,9,8,1,4,2008
2008-337,Vienna,Hard,32,A,20081006,19,103781,,,Jurgen Melzer,L,183,AUT,27.37577002,38,879,103507,,,Juan Carlos Ferrero,R,183,ESP,28.64887064,44,815,7-6(4) 6-3,3,R16,97,7,1,68,46,36,17,11,2,3,3,3,77,52,39,9,10,4,6,2008
2008-337,Vienna,Hard,32,A,20081006,20,103852,,,Feliciano Lopez,L,188,ESP,27.04449008,45,815,105053,,LL,Santiago Giraldo,R,188,COL,20.85968515,143,321,7-6(5) 6-3,3,R16,102,5,5,71,35,30,21,11,1,1,3,0,78,47,30,18,10,2,3,2008
2008-337,Vienna,Hard,32,A,20081006,21,104269,5,,Fernando Verdasco,L,188,ESP,24.89253936,13,1440,103084,,,Guillermo Canas,R,185,ARG,30.86379192,61,670,6-1 6-2,3,R16,67,3,3,54,42,27,8,8,4,5,4,2,41,21,13,5,7,3,8,2008
2008-337,Vienna,Hard,32,A,20081006,22,104259,,,Philipp Kohlschreiber,R,178,GER,24.97467488,32,1015,105223,3,,Juan Martin Del Potro,R,198,ARG,20.03559206,9,1685,W/O,3,R16,,,,,,,,,,,,,,,,,,,,2008
2008-337,Vienna,Hard,32,A,20081006,23,104792,8,,Gael Monfils,R,193,FRA,22.0971937,28,1108,103285,,,Radek Stepanek,R,185,CZE,29.85900068,29,1100,6-4 6-3,3,R16,71,5,1,59,40,33,6,9,2,3,3,1,57,40,26,6,10,2,6,2008
2008-337,Vienna,Hard,32,A,20081006,24,103602,2,,Fernando Gonzalez,R,183,CHI,28.1889117,12,1645,105208,,,Ernests Gulbis,R,190,LAT,20.10130048,56,694,4-6 7-6(11) 6-1,3,R16,130,7,2,104,70,53,16,15,4,7,4,7,95,57,40,18,14,7,11,2008
2008-337,Vienna,Hard,32,A,20081006,25,104332,,Q,Philipp Petzschner,R,185,GER,24.53661875,125,383,102845,,,Carlos Moya,R,190,ESP,32.10951403,48,785,6-4 6-2,3,QF,61,10,0,48,35,31,7,9,2,2,4,3,53,35,23,8,9,1,4,2008
2008-337,Vienna,Hard,32,A,20081006,26,103852,,,Feliciano Lopez,L,188,ESP,27.04449008,45,815,103781,,,Jurgen Melzer,L,183,AUT,27.37577002,38,879,4-6 6-3 6-4,3,QF,118,11,5,89,47,38,25,15,2,3,3,1,78,42,33,22,14,0,2,2008
2008-337,Vienna,Hard,32,A,20081006,27,104259,,,Philipp Kohlschreiber,R,178,GER,24.97467488,32,1015,104269,5,,Fernando Verdasco,L,188,ESP,24.89253936,13,1440,6-2 6-3,3,QF,67,0,0,43,26,19,14,8,0,0,1,0,53,42,24,6,9,3,7,2008
2008-337,Vienna,Hard,32,A,20081006,28,104792,8,,Gael Monfils,R,193,FRA,22.0971937,28,1108,103602,2,,Fernando Gonzalez,R,183,CHI,28.1889117,12,1645,6-3 7-6(2),3,QF,101,6,2,79,49,38,16,11,7,8,2,0,62,38,22,16,10,2,4,2008
2008-337,Vienna,Hard,32,A,20081006,29,104332,,Q,Philipp Petzschner,R,185,GER,24.53661875,125,383,103852,,,Feliciano Lopez,L,188,ESP,27.04449008,45,815,3-6 6-3 6-3,3,SF,104,6,2,72,39,31,20,13,2,3,8,1,95,65,44,16,14,7,10,2008
2008-337,Vienna,Hard,32,A,20081006,30,104792,8,,Gael Monfils,R,193,FRA,22.0971937,28,1108,104259,,,Philipp Kohlschreiber,R,178,GER,24.97467488,32,1015,6-4 5-7 7-6(2),3,SF,171,11,1,115,81,60,14,17,6,9,2,3,124,90,56,22,17,10,13,2008
2008-337,Vienna,Hard,32,A,20081006,31,104332,,Q,Philipp Petzschner,R,185,GER,24.53661875,125,383,104792,8,,Gael Monfils,R,193,FRA,22.0971937,28,1108,6-4 6-4,3,F,89,3,0,51,29,21,16,10,0,1,6,4,71,44,29,11,10,6,9,2008
2008-339,Adelaide,Hard,32,A,20071231,1,103720,1,,Lleyton Hewitt,R,180,AUS,26.84736482,21,1365,104534,,,Dudi Sela,R,175,ISR,22.74058864,64,573,6-2 6-2,3,R32,66,7,2,46,29,26,8,8,3,3,5,2,59,37,22,8,8,7,11,2008
2008-339,Adelaide,Hard,32,A,20071231,2,104076,,,Jose Acasuso,R,190,ARG,25.19644079,65,566,104268,,,Alejandro Falla,L,185,COL,24.12867899,81,481,6-3 7-6(3),3,R32,101,8,4,76,40,31,14,11,8,12,2,1,68,40,21,14,10,5,10,2008
2008-339,Adelaide,Hard,32,A,20071231,3,105208,,,Ernests Gulbis,R,190,LAT,19.33470226,61,585,104979,,Q,Andrey Golubev,R,185,KAZ,20.44353183,177,239,6-7(9) 6-4 6-2,3,R32,138,7,6,133,80,59,22,15,14,16,6,4,109,63,43,20,15,3,8,2008
2008-339,Adelaide,Hard,32,A,20071231,4,104542,6,,Jo Wilfried Tsonga,R,188,FRA,22.70499658,43,714,103812,,,Victor Hanescu,R,198,ROU,26.44490075,76,517,6-3 4-6 7-5,3,R32,120,11,6,84,46,38,21,16,3,6,1,0,93,56,39,19,15,3,7,2008
2008-339,Adelaide,Hard,32,A,20071231,5,103813,3,,Jarkko Nieminen,L,185,FIN,26.43942505,27,995,103657,,Q,Ivo Klec,R,183,SVK,27.08829569,224,184,6-2 6-4,3,R32,66,1,1,48,34,24,10,9,0,1,3,2,65,40,25,9,9,1,5,2008
2008-339,Adelaide,Hard,32,A,20071231,6,104433,,Q,Frank Dancevic,R,185,CAN,23.26078029,72,521,104620,,,Simone Bolelli,R,183,ITA,22.22861054,67,541,6-2 7-6(3),3,R32,77,4,0,73,39,30,22,10,5,5,8,2,65,43,29,12,10,3,5,2008
2008-339,Adelaide,Hard,32,A,20071231,7,104999,,,Mischa Zverev,L,190,GER,20.35865845,88,468,104252,,,Florian Mayer,R,190,GER,24.23819302,55,611,6-3 6-3,3,R32,56,2,0,50,29,26,11,9,0,0,0,4,51,32,20,9,9,0,3,2008
2008-339,Adelaide,Hard,32,A,20071231,8,102434,,,Vincent Spadea,R,183,USA,33.45106092,77,515,103206,8,,Sebastien Grosjean,R,175,FRA,29.59069131,53,621,4-6 6-1 6-3,3,R32,115,6,3,84,46,31,18,13,5,9,6,5,83,47,33,11,13,3,10,2008
2008-339,Adelaide,Hard,32,A,20071231,9,103188,,,Michael Russell,R,173,USA,29.66735113,82,481,105223,7,,Juan Martin Del Potro,R,198,ARG,19.26899384,44,690,6-3 6-3,3,R32,92,6,0,64,48,34,8,9,5,6,7,9,66,33,20,13,9,9,13,2008
2008-339,Adelaide,Hard,32,A,20071231,10,103794,,,Benjamin Becker,R,178,GER,26.54072553,84,476,104635,,WC,Robert Smeets,L,188,AUS,22.13826146,150,286,3-6 6-4 6-2,3,R32,107,11,4,80,38,31,24,13,1,2,11,6,90,53,35,21,14,8,11,2008
2008-339,Adelaide,Hard,32,A,20071231,11,105095,,,Evgeny Korolev,R,185,KAZ,19.87679671,80,487,103553,,LL,Alun Jones,R,180,AUS,27.67967146,131,338,6-2 7-6(7),3,R32,82,7,0,65,36,31,16,10,3,3,4,2,67,49,31,12,10,3,5,2008
2008-339,Adelaide,Hard,32,A,20071231,12,103566,,,Michael Llodra,L,190,FRA,27.61943874,93,460,104468,4,,Gilles Simon,R,183,FRA,23.00889802,29,955,7-6(3) 6-3,3,R32,89,1,1,66,41,33,18,11,3,4,7,4,72,44,32,13,10,4,6,2008
2008-339,Adelaide,Hard,32,A,20071231,13,102512,,WC,Joseph Sirianni,R,175,AUS,32.95277207,195,218,103285,5,,Radek Stepanek,R,185,CZE,29.09240246,30,930,7-6(3) 4-3 RET,3,R32,99,8,2,67,35,27,17,9,3,4,8,3,61,35,25,16,10,3,5,2008
2008-339,Adelaide,Hard,32,A,20071231,14,105023,,,Sam Querrey,R,198,USA,20.23271732,63,573,104327,,,Steve Darcis,R,178,BEL,23.80013689,86,474,7-5 6-4,3,R32,80,11,2,61,32,26,14,11,1,3,0,6,77,55,34,10,11,7,11,2008
2008-339,Adelaide,Hard,32,A,20071231,15,104589,,WC,Chris Guccione,L,201,AUS,22.4202601,91,462,104639,,Q,Wayne Odesnik,L,180,USA,22.10814511,126,357,7-5 7-6(5),3,R32,86,23,4,72,40,35,21,12,2,2,5,1,74,43,31,23,12,4,5,2008
2008-339,Adelaide,Hard,32,A,20071231,16,103908,2,,Paul Henri Mathieu,R,185,FRA,25.96577687,25,1320,103898,,,Julien Benneteau,R,185,FRA,26.02874743,68,540,7-6(2) 7-5,3,R32,141,8,3,94,49,36,22,12,8,11,7,5,84,51,33,14,12,5,9,2008
2008-339,Adelaide,Hard,32,A,20071231,17,103720,1,,Lleyton Hewitt,R,180,AUS,26.84736482,21,1365,104076,,,Jose Acasuso,R,190,ARG,25.19644079,65,566,6-2 6-2,3,R16,61,8,3,43,14,13,21,8,1,1,0,4,46,21,13,9,8,4,8,2008
2008-339,Adelaide,Hard,32,A,20071231,18,104542,6,,Jo Wilfried Tsonga,R,188,FRA,22.70499658,43,714,105208,,,Ernests Gulbis,R,190,LAT,19.33470226,61,585,6-3 6-2,3,R16,62,10,1,52,33,29,11,9,3,3,3,3,60,40,24,7,8,4,7,2008
2008-339,Adelaide,Hard,32,A,20071231,19,103813,3,,Jarkko Nieminen,L,185,FIN,26.43942505,27,995,104433,,Q,Frank Dancevic,R,185,CAN,23.26078029,72,521,6-4 6-1,3,R16,57,2,0,52,31,24,13,8,3,3,5,2,52,32,22,6,9,3,7,2008
2008-339,Adelaide,Hard,32,A,20071231,20,102434,,,Vincent Spadea,R,183,USA,33.45106092,77,515,104999,,,Mischa Zverev,L,190,GER,20.35865845,88,468,6-3 7-5,3,R16,80,2,3,74,46,33,14,11,4,5,2,1,65,50,33,6,10,4,7,2008
2008-339,Adelaide,Hard,32,A,20071231,21,103794,,,Benjamin Becker,R,178,GER,26.54072553,84,476,103188,,,Michael Russell,R,173,USA,29.66735113,82,481,6-4 6-4,3,R16,80,8,1,58,35,29,12,10,4,5,3,2,61,37,27,12,10,4,7,2008
2008-339,Adelaide,Hard,32,A,20071231,22,103566,,,Michael Llodra,L,190,FRA,27.61943874,93,460,105095,,,Evgeny Korolev,R,185,KAZ,19.87679671,80,487,7-6(3) 6-3,3,R16,83,14,5,64,41,36,14,10,6,6,1,2,72,42,31,16,11,1,3,2008
2008-339,Adelaide,Hard,32,A,20071231,23,102512,,WC,Joseph Sirianni,R,175,AUS,32.95277207,195,218,105023,,,Sam Querrey,R,198,USA,20.23271732,63,573,6-7(5) 6-2 6-3,3,R16,109,4,2,92,50,42,24,15,4,5,18,1,94,59,41,16,14,4,8,2008
2008-339,Adelaide,Hard,32,A,20071231,24,103908,2,,Paul Henri Mathieu,R,185,FRA,25.96577687,25,1320,104589,,WC,Chris Guccione,L,201,AUS,22.4202601,91,462,4-6 6-3 6-4,3,R16,93,9,4,78,41,35,24,15,2,3,24,2,69,46,37,13,14,1,3,2008
2008-339,Adelaide,Hard,32,A,20071231,25,104542,6,,Jo Wilfried Tsonga,R,188,FRA,22.70499658,43,714,103720,1,,Lleyton Hewitt,R,180,AUS,26.84736482,21,1365,6-4 6-2,3,QF,80,14,3,64,41,29,10,9,5,6,0,3,52,26,14,14,9,3,7,2008
2008-339,Adelaide,Hard,32,A,20071231,26,103813,3,,Jarkko Nieminen,L,185,FIN,26.43942505,27,995,102434,,,Vincent Spadea,R,183,USA,33.45106092,77,515,7-6(5) 6-7(7) 7-6(5),3,QF,166,9,4,132,99,70,13,18,5,8,6,3,138,81,57,27,18,9,12,2008
2008-339,Adelaide,Hard,32,A,20071231,27,103566,,,Michael Llodra,L,190,FRA,27.61943874,93,460,103794,,,Benjamin Becker,R,178,GER,26.54072553,84,476,7-6(5) 6-4,3,QF,110,17,3,82,47,37,21,11,4,4,10,2,76,46,32,19,11,2,3,2008
2008-339,Adelaide,Hard,32,A,20071231,28,102512,,WC,Joseph Sirianni,R,175,AUS,32.95277207,195,218,103908,2,,Paul Henri Mathieu,R,185,FRA,25.96577687,25,1320,1-6 6-1 7-6(6),3,QF,133,17,4,102,49,39,27,13,7,9,12,6,93,45,32,27,13,5,7,2008
2008-339,Adelaide,Hard,32,A,20071231,29,103813,3,,Jarkko Nieminen,L,185,FIN,26.43942505,27,995,104542,6,,Jo Wilfried Tsonga,R,188,FRA,22.70499658,43,714,6-2 6-4,3,SF,64,3,2,55,42,34,5,9,3,3,5,2,50,30,24,6,9,4,7,2008
2008-339,Adelaide,Hard,32,A,20071231,30,103566,,,Michael Llodra,L,190,FRA,27.61943874,93,460,102512,,WC,Joseph Sirianni,R,175,AUS,32.95277207,195,218,6-3 7-6(8),3,SF,98,14,0,63,38,34,18,11,2,2,7,4,76,38,27,20,10,3,4,2008
2008-339,Adelaide,Hard,32,A,20071231,31,103566,,,Michael Llodra,L,190,FRA,27.61943874,93,460,103813,3,,Jarkko Nieminen,L,185,FIN,26.43942505,27,995,6-3 6-4,3,F,77,6,1,53,34,30,12,10,1,1,3,2,79,53,34,12,9,12,14,2008
